registros;natureza;municipio;cod_municipio;mes;ano;risp;rmbh
0;ESTUPRO CONSUMADO;CRUZILIA;312080;1;2026;RISP 17 - POUSO ALEGRE;NÃO
0;ESTUPRO CONSUMADO;CUPARAQUE;312083;1;2026;RISP 8 - GOV. VALADARES;NÃO
1;ESTUPRO CONSUMADO;CURRAL DE DENTRO;312087;1;2026;RISP 11 - MONTES CLAROS;NÃO
1;ESTUPRO CONSUMADO;CURVELO;312090;1;2026;RISP 14 - CURVELO;NÃO
0;ESTUPRO CONSUMADO;DATAS;312100;1;2026;RISP 14 - CURVELO;NÃO
0;ESTUPRO CONSUMADO;DELFIM MOREIRA;312110;1;2026;RISP 17 - POUSO ALEGRE;NÃO
0;ESTUPRO CONSUMADO;DELFINOPOLIS;312120;1;2026;RISP 18 - POÇOS DE CALDAS;NÃO
0;ESTUPRO CONSUMADO;DELTA;312125;1;2026;RISP 5 - UBERABA;NÃO
0;ESTUPRO CONSUMADO;DESCOBERTO;312130;1;2026;RISP 4 - JUIZ DE FORA;NÃO
0;ESTUPRO CONSUMADO;DESTERRO DE ENTRE-RIOS;312140;1;2026;RISP 13 - BARBACENA;NÃO
0;ESTUPRO CONSUMADO;DESTERRO DO MELO;312150;1;2026;RISP 13 - BARBACENA;NÃO
1;ESTUPRO CONSUMADO;DIAMANTINA;312160;1;2026;RISP 14 - CURVELO;NÃO
0;ESTUPRO CONSUMADO;DIOGO DE VASCONCELOS;312170;1;2026;RISP 3 - VESPASIANO;NÃO
0;ESTUPRO CONSUMADO;DIONISIO;312180;1;2026;RISP 12 - IPATINGA;NÃO
0;ESTUPRO CONSUMADO;DIVINESIA;312190;1;2026;RISP 4 - JUIZ DE FORA;NÃO
